"란/ETD","12"
"뭐/NP","96"
"야/JX","30"
"건/NNM","49"
"ㄴ가/EFQ","32"
"일단/MAG","14"
"보유/NNG","3"
"관리/NNG","20"
"라도/JX","11"
"분명/MAG","7"
"들/XSN","246"
"소리/NNG","54"
"소문/NNG","3"
"없이/MAG","46"
"듣보잡/NNG","2"
"들/NNM","24"
"만/NNB","13"
"늘어나/VV","3"
"19/NR","20"
"세/NNM","23"
"성인/NNG","31"
"인증/NNG","44"
"모자이크/NNG","36"
"가림/NNG","2"
"내용/NNG","16"
"잘림/NNG","1"
"이런/MDT","58"
"무/XPN","1"
"상식적/NNG","2"
"볼/NNG","15"
"따/VV","7"
"구/ECE","28"
"까지/VV","1"
"피/NNG","9"
"흐르/VV","2"
"까/VV","59"
"버리/VXV","32"
"집중/NNG","17"
"스트리밍/NNG","9"
"해지/NNG","63"
"검열/NNG","15"
"서비스/NNG","34"
"덕분/NNG","7"
"감/NNG","12"
"상굳/UN","1"
"45/NR","1"
"회/NNM","2"
"5/NR","59"
"박/NNM","1"
"6/NR","19"
"일/NNM","37"
"비추/NNG","3"
"건/NNG","19"
"제외/NNG","5"
"LG/OL","9"
"V/OL","4"
"50/NR","3"
"S/OL","45"
"SD/OL","18"
"컴퓨터/NNG","27"
"끝내주/VV","1"
"요금/NNG","52"
"제도/NNG","3"
"제일/NNG","8"
"제/XSN","13"
"누/VV","3"
"아이디어/NNG","5"
"구리/VA","20"
"원상/NNG","4"
"복구/NNG","11"
"시키/VV","15"
"여도/ECD","27"
"타/NNM","14"
"플랫폼/NNG","21"
"보다/JKM","42"
"간편/XR","2"
"시작/NNG","55"
"마다/JX","51"
"한국어/NNG","45"
"짐/NNG","23"
"상태/NNG","15"
"언어/NNG","19"
"완전히/MAG","4"
"빼주/VV","3"
"마시/VV","9"
"뮤로/UN","1"
"오히려/MAG","3"
"방해/NNG","10"
"죠/VA","7"
"ㄹ게/EFN","9"
"무료/NNG","27"
"무한/NNG","31"
"즐/MAG","2"
"김/NNG","9"
"굿/NNG","28"
"모스트데인저러스게임/NNP","1"
"2020/NR","1"
"인기/NNG","13"
"별로/MAG","37"
"아쉽/VA","73"
"진격/NNG","17"
"거인/NNG","12"
"뭐하/VV","26"
"I/OL","8"
"DON/OL","2"
"T/OL","5"
"KNOW/OL","2"
"WHAT/OL","1"
"TO/OL","7"
"DO/OL","1"
"PLEASE/OL","6"
"GIVE/OL","1"
"ME/OL","1"
"THE/OL","10"
"SUBTITLES/OL","1"
"BACKGROUND/OL","1"
"YOU/OL","3"
"MAY/OL","1"
"NOT/OL","2"
"KOREAN/OL","1"
"SO/OL","1"
"LL/OL","2"
"LEAVE/OL","1"
"IT/OL","4"
"IN/OL","1"
"ENGLISH/OL","1"
"개월/NNM","5"
"지나/VV","17"
"는데요/ECD","33"
"누군가/NP","2"
"이메일/NNG","25"
"과/JKM","25"
"번호/NNG","39"
"변경/NNG","63"
"9/NR","21"
"500/NR","2"
"원/NNM","20"
"해외/NNG","6"
"거주/NNG","1"
"상황/NNG","19"
"고객/NNG","43"
"센터/NNG","34"
"연락/NNG","6"
"쉽/VA","17"
"정보/NNG","20"
"남/VV","38"
"다는/ETD","37"
"당황/NNG","3"
"스럽/XSA","11"
"전부/MAG","9"
"요청/NNG","6"
"나중/NNG","13"
"멈추/VV","59"
"엉뚱/XR","2"
"최근/NNG","17"
"많이/MAG","114"
"그러/VV","94"
"광고/NNG","14"
"으니깐/ECD","3"
"은데요/EFN","9"
"느/VV","12"
"무/NNG","5"
"염/NNG","2"
"여/NNG","50"
"영원/NNG","2"
"제작/NNG","7"
"규정/NNG","1"
"이나/JC","20"
"의무/NNG","1"
"스토리/NNG","6"
"어색/XR","1"
"불필요/NNG","1"
"동성애/NNG","1"
"쑤셔넣/VV","1"
"역겹/VA","5"
"오프닝/NNG","9"
"건너뛰/VV","13"
"옵션/NNG","12"
"어라/EFO","5"
"청각/NNG","7"
"장애인/NNG","5"
"용/XSN","14"
"한국인/NNG","3"
"잖아요/EFN","17"
"가지/VXV","107"
"디바이스/NNG","45"
"여/NR","13"
"NUMBERBLOCKS/OL","1"
"미국/NNG","13"
"프로그램/NNG","31"
"넘/MAG","25"
"버블/NNG","1"
"럭스/NNG","1"
"우리/NP","22"
"지원/NNG","37"
"안해/NNG","6"
"일일이/MAG","6"
"눈/NNG","13"
"아프/VA","10"
"이래/NNG","9"
"검은배경없애/VV","1"
"식/NNB","17"
"뀡/UN","1"
"줄/NNG","11"
"터/NNB","21"
"법대/NNG","1"
"사랑/NNG","11"
"나루/NNG","1"
"투/NNG","3"
"보루/NNG","2"
"토/NNG","4"
"와/JC","20"
"블랙클로버/NNP","10"
"합작/NNG","1"
"얼마나/MAG","8"
"을까/EFQ","5"
"안하/NNG","4"
"닫/VV","7"
"기묘/XR","2"
"이야기/NNG","12"
"땜/NNB","7"
"있슴/UN","1"
"스띵/UN","1"
"내달/VV","1"
