"추가해줘어어어애아애애","-0.5836903653213935","0.24968321003160776"
"0점주고싶을정도.일단","-0.21989833640745632","-0.07804334736965145"
"돈안벌어도된다는건가","-0.03498692787836437","0.6170559563292656"
"자막글자크기조절만할수있다면","-0.25381701090312697","0.24433094951499618"
"어메이징레이스보려고","-0.2820513164841132","0.35214096459148186"
"이거결제하고바로취소했는데왜결제취소환불안된거예요?먹튀야뭐야","-0.31503273145685945","0.28090668634806654"
"믿고확인안했는데.와","-0.4907639120520592","0.2981516791875244"
"보니깐결제내역만있고취소내역이없고이번달결제내역에나와있어서나원참.","-0.3816934142630009","0.3498466914658074"
"주지않은구너.개판임","-0.4049300631296888","0.07382108234897519"
"인증하라네요.보라는건지.","-0.28039570815194026","-0.0018801491111943695"
"좋은데.크롬케스트에도","-0.21487191073454276","0.07034125860322758"
"로딩만반복되고로그인조차불가능별하나도","-0.5725448614984286","0.25615319117333246"
"결재가너무안돼고너무시급합니다","-0.35830401778088394","0.09337326477772001"
"삭제전까지.기다린다고","-0.2216205385181668","-0.009800814028315268"
"메일보내도답이없으시네요","-0.5523369415365056","0.3912419926605131"
"번역했나요?오역이랑","-0.3108004118495793","-0.04747721162015938"
"트레이닝하는사람들은","-0.6841462784055882","0.5296773854712058"
"동영상플레이어플에도","-0.588392114702487","0.565029724592706"
"디즈니플러스OTT를","-0.3810166250066136","0.4975390008877443"
"폰에서허용을텝하라는데","-0.14138278206502347","0.3859915894624937"
"최악임.버퍼링.자막","-0.3961745149469095","0.9806111816994366"
"뭐지요.들어가는거부터","-0.27742564251522844","0.18744014194582806"
"1년치끊어놓은거끝나면","-0.5097501068799096","0.12643752708285794"
"기능도요.10초단위","-0.7637918481404766","0.419774769316536"
"UNCOMFORTABLE","-0.39020920821844185","0.09882292670361911"
"데이터다음영상자동재생","-0.5137930449811979","0.4623059548673441"
"안들어가져요어쩌란건지","-0.4612615693628024","-0.0473421517254398"
"볼게업음.볼게업어서","-0.2433243939056294","-0.0871744873430928"
"구독취소함.새로업뎃대는게다지루한거","-0.2317246874616069","0.24291303267388398"
"복구안되나요9900원으로","-0.6727893581864465","0.578932180082248"
"걸리고요.고쳐주시면","-0.20968842937361198","-0.08705566334138148"
"잘못입력했습니다라고","-0.032910241737408974","0.24844237332854313"
"넷플을보고있긴하지만","-0.36006603181204844","0.010483211991385102"
"COUNTERFEIT","-0.33314326151486096","-0.01492215523503912"
"로그인하는곳조차못가고","-0.8387712292686466","0.7052247139516985"
"노트북최대밝기로해도","-0.40317068521989546","0.13062124151142218"
"인증을받으라는건지.","-0.3048671501704118","0.8128233629775782"
"갤럭시탭S8울트라로","-0.4339181622865514","0.29179030335162404"
"디즈니잘쓰고있습니다","-0.4329694284092353","0.48275881650785074"
"팅기는현상지속됩니다","-0.6099923714157568","0.13482207186321146"
"반복재생기능있었으면.","-0.4704958897195802","0.1882387144420812"
"자막크기조절불가능.","-0.1545500392477514","0.5971908709528034"
"속도조절도안되는것같고.","0.38233008789787876","0.5664071367469748"
"편의성이떨어집니다.","-0.11893043449062303","0.5943712121620178"
"차라리안쓰는게낫겠어요.","-0.37792747671835425","0.5802940896731625"
"저는이부분이불편합니다.기간만없세줬으면","-0.22494490640087694","0.11516137726566356"
"좋겠습니다.돈내는것도","-0.21692392502934632","-0.05723710546798384"
"30분째안되고있어요","-0.4809735326405725","0.6642572238552034"
"일반플레이어처럼.사용하기.편리해졌으면좋겠음.","-0.22189829721543522","0.4190351373801389"
"폰으로보기.어둡고.불편해요.","-0.3175817017001129","0.2043272223584522"
"어플리케이션이에요.","-0.05016966287483966","0.28184060200831224"
"너무너무너무너무너무","-1.0","1.0"
"못올리고요.에효.개선할게","-0.2751074290338939","0.3196197479060976"
"안드로이드인데.팝업뷰안됨","-0.20889974235911643","-0.024493069176736947"
"다되가는데.개선의지가","-0.27446180808507026","-0.008266232766213617"
"반의반개짜리앱.오류투성이.","-0.32521323590248186","0.614926777981459"
"튕깁니다.해결해주세요","-0.3124489113445919","0.0757865329869726"
"오랜만에데드풀좀보려했더니","-0.6929795425054139","0.3489924116687948"
"성인인증으로넘어가더군요","-0.36867175119649853","0.37956686557025116"
"시청가능프로필이였는데.?","-0.46443407599211967","0.6892886010418895"
"성인인증하라더군요.","-0.091580948994607","0.7149080139010621"
"어플업뎃안해주네.안해주는거냐?못하는거냐?","-0.1801349526815093","0.509178912989061"
"유플러스디즈니가입자입니다.","-0.23965681349798848","0.44955158306321047"
"실수로구독정기결제되었습니다.","-0.44670886930412546","0.16528411750050323"
"환불과정기구독취소부탁바랍니다.","-0.5099593658972099","0.21271375034465728"
"왜문나이트가안뜨죠?","-0.3481397808553348","0.6480279947381944"
"UPDATE해주시기","-0.6492621608596533","0.7463127064350465"
"설정어디로들어가나요.잘못눌러","-0.19765083152563404","0.27815893800664526"
"그게답이써저있꺼든요","-0.6289012035780053","0.38943935335233043"
"내용물이뭔지잘모르겠어요","-0.5863416284631402","0.1272947483776157"
"아주제미이서요짱제미슴","-0.2521403368464125","-0.11791262620064945"
"구글플레이에서관리하라는데","-0.4000599302348331","0.17127967232049718"
"자꾸떠요.어쩌라는건지.","-0.28009677824171264","-0.04957613627469735"
"역사왜곡한국드라마나","-0.4550810700706459","0.35890014640754053"
"넣었나요?실행하는것도","-0.2809697928334815","-0.003888635614617971"
"오래걸립니다.넷플릭스도","-0.21941304106152273","-0.013935750417831"
"못하겠는데.여기보다","-0.34010975863548026","-0.05046193590588283"
"신중하세요.중도해지","-0.32826734133270014","-0.003679525271609656"
